	target	target_accession	query	query_accesion	full_evalue	full_score	full_bias	best_evalue	best_score	best_bias	exp	reg	clu	ov	env	dom	rep	inc	description	taxid	organism	id	gi	db	status	length	tax_id	superkingdom	phylum	class	order	family	genus	species	cohort	forma	infraclass	infraorder	kingdom	no rank	no rank1	no rank10	no rank11	no rank12	no rank13	no rank14	no rank15	no rank16	no rank17	no rank18	no rank19	no rank2	no rank20	no rank21	no rank22	no rank3	no rank4	no rank5	no rank6	no rank7	no rank8	no rank9	parvorder	species group	species subgroup	subclass	subfamily	subgenus	subkingdom	suborder	subphylum	subspecies	subtribe	superclass	superfamily	superorder	superphylum	tribe	varietas
1698676	NDM-CcrA	RF0108	YP_006959150.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	573	Klebsiella pneumoniae	YP_006959150.1	410655721	bacteria|complete|plasmid	PROVISIONAL	270	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1699087	AAC6-Ib	RF0005	YP_006959190.1	-	4.8999999999999984e-133	433.2	0.1	5.599999999999999e-133	433.0	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	573	Klebsiella pneumoniae	YP_006959190.1	410656439	bacteria|complete|plasmid	PROVISIONAL	201	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1699498	ClassD	RF0056	YP_006959197.1	-	2.799999999999999e-108	353.9	2.7	3.0999999999999994e-108	353.7	2.7	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	573	Klebsiella pneumoniae	YP_006959197.1	410656447	bacteria|complete|plasmid	PROVISIONAL	265	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1699909	KPC	RF0083	YP_006959213.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	573	Klebsiella pneumoniae	YP_006959213.1	410655766	bacteria|complete|plasmid	PROVISIONAL	293	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1700320	SHV-LEN	RF0119	YP_006959246.1	-	8.199999999999996e-204	667.9	2.6	9.199999999999995e-204	667.8	2.6	1.0	1.0	0	0	1	1	1	1	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	573	Klebsiella pneumoniae	YP_006959246.1	410655800	bacteria|complete|plasmid	PROVISIONAL	286	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1700731	NDM-CcrA	RF0108	YP_006959255.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	573	Klebsiella pneumoniae	YP_006959255.1	410655809	bacteria|complete|plasmid	PROVISIONAL	270	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1701142	NDM-CcrA	RF0108	YP_006959318.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	573	Klebsiella pneumoniae	YP_006959318.1	410655873	bacteria|complete|plasmid	PROVISIONAL	270	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1701553	KPC	RF0083	YP_006959400.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	573	Klebsiella pneumoniae	YP_006959400.1	410656457	bacteria|complete|plasmid	PROVISIONAL	293	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1701964	16S_rRNA_methyltrans	RF0001	YP_006959459.1	-	1.0999999999999997e-124	408.0	6.0	1.1999999999999995e-124	407.8	6.0	1.0	1.0	0	0	1	1	1	1	16S ribosomal RNA methyltransferase [ARO:3000857]	573	Klebsiella pneumoniae	YP_006959459.1	410656516	bacteria|complete|plasmid	PROVISIONAL	271	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1702375	ABC_efflux	RF0007	YP_006959461.1	-	1e-85	281.2	3.8	1.2999999999999998e-85	280.9	3.8	1.0	1.0	0	0	1	1	1	1	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	573	Klebsiella pneumoniae	YP_006959461.1	410656518	bacteria|complete|plasmid	PROVISIONAL	491	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1702786	TEM	RF0126	YP_006959469.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	573	Klebsiella pneumoniae	YP_006959469.1	410656526	bacteria|complete|plasmid	PROVISIONAL	286	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
1703198	ClassA	RF0053	YP_006959620.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	727	Haemophilus influenzae	YP_006959620.1	410687532	bacteria|complete|plasmid	PROVISIONAL	305	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703239	ClassA	RF0053	YP_006959624.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	727	Haemophilus influenzae	YP_006959624.1	410687537	bacteria|complete|plasmid	PROVISIONAL	305	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703280	ClassA	RF0053	YP_006959628.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	727	Haemophilus influenzae	YP_006959628.1	410687542	bacteria|complete|plasmid	PROVISIONAL	305	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703321	ClassA	RF0053	YP_006959632.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	727	Haemophilus influenzae	YP_006959632.1	410687547	bacteria|complete|plasmid	PROVISIONAL	305	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703362	ClassA	RF0053	YP_006959636.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	727	Haemophilus influenzae	YP_006959636.1	410687552	bacteria|complete|plasmid	PROVISIONAL	305	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703403	TEM	RF0126	YP_006959642.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959642.1	410687561	bacteria|complete|plasmid	PROVISIONAL	286	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703444	TEM	RF0126	YP_006959646.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959646.1	410687565	bacteria|complete|plasmid	PROVISIONAL	286	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703485	TEM	RF0126	YP_006959651.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959651.1	410687571	bacteria|complete|plasmid	PROVISIONAL	286	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703526	TEM	RF0126	YP_006959654.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959654.1	410687575	bacteria|complete|plasmid	PROVISIONAL	286	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703567	TEM	RF0126	YP_006959658.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959658.1	410687580	bacteria|complete|plasmid	PROVISIONAL	286	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703608	TEM	RF0126	YP_006959660.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959660.1	410687583	bacteria|complete|plasmid	PROVISIONAL	286	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703649	TEM	RF0126	YP_006959663.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	727	Haemophilus influenzae	YP_006959663.1	410687587	bacteria|complete|plasmid	PROVISIONAL	286	727.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae						cellular organisms																																							
1703689	ClassD	RF0056	YP_006960400.1	-	1.0999999999999997e-108	355.2	1.8	1.1999999999999995e-108	355.1	1.8	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	470	Acinetobacter baumannii	YP_006960400.1	410687674	bacteria|complete|plasmid	PROVISIONAL	275	470.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii						cellular organisms																								Acinetobacter calcoaceticus/baumannii complex															
1704694	ClassA	RF0053	YP_006960538.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	747	Pasteurella multocida	YP_006960538.1	410687703	bacteria|complete|plasmid	PROVISIONAL	305	747.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida						cellular organisms																																							
1704730	ClassA	RF0053	YP_006960554.1	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	747	Pasteurella multocida	YP_006960554.1	410687723	bacteria|complete|plasmid	PROVISIONAL	305	747.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida						cellular organisms																																							
1704766	TEM	RF0126	YP_006960556.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	485	Neisseria gonorrhoeae	YP_006960556.1	410687727	bacteria|complete|plasmid	PROVISIONAL	286	485.0	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae						cellular organisms																																							
1707527	APH3''	RF0172	YP_006960603.1	-	2.6999999999999993e-165	541.2	0.2	2.999999999999999e-165	541.0	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	738	[Haemophilus] parasuis	YP_006960603.1	410687776	bacteria|complete|plasmid	PROVISIONAL	267	738.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	[Haemophilus] parasuis						cellular organisms																																							
1708416	Chlor_Efflux_Pump	RF0051	YP_006961358.1	-	7.899999999999996e-169	554.8	49.3	8.799999999999997e-169	554.7	49.3	1.0	1.0	0	0	1	1	1	1	chloramphenicol efflux pump [ARO:3001212]	75985	Mannheimia haemolytica	YP_006961358.1	410688204	bacteria|complete|plasmid	PROVISIONAL	404	75985.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica						cellular organisms																																							
1708474	Qnr	RF0113	YP_006961374.1	-	5.499999999999998e-122	398.3	9.2	6.099999999999998e-122	398.1	9.2	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	644	Aeromonas hydrophila	YP_006961374.1	410688222	bacteria|complete|plasmid	PROVISIONAL	218	644.0	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila						cellular organisms																																							
1708509	TEM	RF0126	YP_006961630.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	615	Serratia marcescens	YP_006961630.1	410688374	bacteria|complete|plasmid	PROVISIONAL	286	615.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens						cellular organisms																																							
1708539	ClassA	RF0053	YP_006961638.1	-	4.6999999999999994e-104	340.3	0.0	5.799999999999999e-104	340.0	0.0	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	615	Serratia marcescens	YP_006961638.1	410688382	bacteria|complete|plasmid	PROVISIONAL	292	615.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens						cellular organisms																																							
1708569	APH3'	RF0173	YP_006961646.1	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0	0	1	1	1	1	Broad-spectrum Aminoglycoside Phosphotransferase	28090	Acinetobacter lwoffii	YP_006961646.1	410688391	bacteria|complete|plasmid	PROVISIONAL	259	28090.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii						cellular organisms																																							
1708579	NDM-CcrA	RF0108	YP_006961648.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	28090	Acinetobacter lwoffii	YP_006961648.1	410688393	bacteria|complete|plasmid	PROVISIONAL	270	28090.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii						cellular organisms																																							
1708591	Qnr	RF0113	YP_006961783.1	-	7.299999999999999e-113	368.5	6.1	7.999999999999999e-113	368.3	6.1	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	1159238	Salmonella sp. M9397	YP_006961783.1	410688516	bacteria|complete|plasmid	PROVISIONAL	214	1159238.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella sp. M9397						cellular organisms																																							
1708592	ClassD	RF0056	YP_006961787.1	-	1.0999999999999997e-108	355.2	1.8	1.1999999999999995e-108	355.1	1.8	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	470	Acinetobacter baumannii	YP_006961787.1	410688521	bacteria|complete|plasmid	PROVISIONAL	275	470.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii						cellular organisms																								Acinetobacter calcoaceticus/baumannii complex															
1709597	APH3'	RF0173	YP_006961797.1	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0	0	1	1	1	1	Broad-spectrum Aminoglycoside Phosphotransferase	28090	Acinetobacter lwoffii	YP_006961797.1	410688532	bacteria|complete|plasmid	PROVISIONAL	259	28090.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii						cellular organisms																																							
1709607	NDM-CcrA	RF0108	YP_006961799.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	28090	Acinetobacter lwoffii	YP_006961799.1	410688534	bacteria|complete|plasmid	PROVISIONAL	270	28090.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii						cellular organisms																																							
1712292	AAC6-Ib	RF0005	YP_006961974.1	-	1.1999999999999997e-126	412.3	0.1	1.2999999999999997e-126	412.2	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	571	Klebsiella oxytoca	YP_006961974.1	410688709	bacteria|complete|plasmid	PROVISIONAL	172	571.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca						cellular organisms																																							
1712321	GES	RF0076	YP_006961975.1	-	1.1999999999999994e-206	677.4	0.5	1.2999999999999995e-206	677.2	0.5	1.0	1.0	0	0	1	1	1	1	GES beta-lactamase (class a) [ARO:3000066]	571	Klebsiella oxytoca	YP_006961975.1	410688710	bacteria|complete|plasmid	PROVISIONAL	287	571.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca						cellular organisms																																							
1712350	AAC6-Ib	RF0005	YP_006961977.1	-	2.1999999999999994e-125	408.2	0.1	2.4999999999999993e-125	408.1	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	571	Klebsiella oxytoca	YP_006961977.1	410688712	bacteria|complete|plasmid	PROVISIONAL	172	571.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca						cellular organisms																																							
1712606	KPC	RF0083	YP_006964674.1	-	2.0999999999999993e-208	683.2	3.9	2.399999999999999e-208	683.0	3.9	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	550	Enterobacter cloacae	YP_006964674.1	410686874	bacteria|complete|plasmid	PROVISIONAL	293	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
